time,altitude,speed,engine_temperature,fuel_flow,vibration
2025-01-01 00:00:00,35248.357076505614,891.9806630975801,636.4964345005124,2213.828866318391,0.4136506395035066
2025-01-01 00:00:01,34930.867849414404,877.7390104873831,794.228261698086,3175.6345223486633,1.5196157530320258
2025-01-01 00:00:02,35323.84426905034,851.7889110976053,634.1516015800008,2437.9591699867533,0.5018016872044446
2025-01-01 00:00:03,35761.514928204015,830.5918966688328,643.8407694072192,2783.1531486010285,0.5472630345843406
2025-01-01 00:00:04,34882.92331263833,870.9466994084077,612.1277066609243,2583.4829686800635,0.3633141636719174
2025-01-01 00:00:05,34882.93152152541,861.8045615626525,654.2658741474588,2299.6777646350165,0.5592567273847331
2025-01-01 00:00:06,35789.606407753694,876.8557966008319,650.0241095072445,2572.9054434126456,0.22956083683972245
2025-01-01 00:00:07,35383.717364576456,869.0551540504591,633.6582273786362,2267.904401659245,0.437011544763619
2025-01-01 00:00:08,34765.26280703252,881.4865814595801,663.1849133686482,2662.403658083061,0.4511726157548455
2025-01-01 00:00:09,35271.28002179298,833.942943653183,668.7514027525311,2429.3313022273182,0.5633326826071239
2025-01-01 00:00:10,34768.29115359377,889.5218219690298,617.8488027126206,2485.9545716891244,0.5022630852676869
2025-01-01 00:00:11,34767.13512321487,855.927988140772,634.7455044286758,2698.8694971313284,0.3594436946143713
2025-01-01 00:00:12,35120.98113578302,912.257826178758,634.6171530042541,2306.9254647123626,0.4015006874182985
2025-01-01 00:00:13,34043.3598776711,829.324365457313,631.2019379778227,2290.432272233051,0.5198680009547407
2025-01-01 00:00:14,34137.54108374348,902.0789140949574,666.589496838635,2412.460101048099,0.49209326581354434
2025-01-01 00:00:15,34718.85623537951,855.9373235038794,646.1234772245439,2655.7568276528973,0.44208758903642537
2025-01-01 00:00:16,34493.58443983279,830.4574598915666,761.1205189223833,3226.4443546441976,1.3949778808336313
2025-01-01 00:00:17,35157.12366629764,835.4834249783704,609.922752711865,2075.1766602834145,0.5696167997159289
2025-01-01 00:00:18,34545.98796223939,840.3895807541704,662.7083606041846,2432.32617123865,0.4482307427130785
2025-01-01 00:00:19,34293.848149332356,862.7249783920574,625.2148321029306,2582.7611199866383,0.4911908755970927
2025-01-01 00:00:20,35732.82438446078,865.685064641065,779.8015461288667,3407.201154408486,1.8812742981635118
2025-01-01 00:00:21,34887.11184975673,832.7889998818426,655.5475387591638,2430.52579568719,0.3576317363116077
2025-01-01 00:00:22,35033.764102343965,849.2693622321705,677.213171916773,2438.2860089325995,0.3148157268425341
2025-01-01 00:00:23,34287.62590689327,914.2681107583559,623.8235920176178,2673.0851101383623,0.5783589664798607
2025-01-01 00:00:24,34727.808637737406,901.8262951030214,589.6097568835835,2219.538745045687,0.4321356938705897
2025-01-01 00:00:25,35055.46129485493,863.0897100902209,653.6769908950739,2441.7218837225487,0.468176247225738
2025-01-01 00:00:26,34424.50321128885,851.140104345046,686.0102236302171,2528.5635834887585,0.4218843621868886
2025-01-01 00:00:27,35187.84900917284,853.6009398015478,674.7789270587888,2567.382808192755,0.47401998592324873
2025-01-01 00:00:28,34699.680655040596,868.4055391819124,654.1931883054925,2423.5289960213677,0.6598538112096342
2025-01-01 00:00:29,34854.15312510336,819.3162230440479,640.1672762873591,2505.1661517558764,0.5802128458618119
2025-01-01 00:00:30,34699.146693885305,842.2787038772997,666.1424519327462,2126.7508969880514,0.5862223511886977
2025-01-01 00:00:31,35926.13909225447,799.9424777836723,630.5290760059106,2401.262738149923,0.3583772944207354
2025-01-01 00:00:32,34993.25138763103,861.9766936781584,659.5271553871244,2568.02630688317,0.3848846263447131
2025-01-01 00:00:33,34471.14453552205,869.4158781910822,660.1094031833326,2352.655894861798,0.21609213405145727
2025-01-01 00:00:34,35411.27245605159,835.5044061310188,671.2041981499776,2508.84763323844,0.4190619178917246
2025-01-01 00:00:35,34389.57817501449,897.2196028987009,705.1932007782216,2567.0308751204047,0.5956703186385659
2025-01-01 00:00:36,35104.43179750238,813.2270301099297,657.8483193435753,2448.617619871335,0.5516946515748371
2025-01-01 00:00:37,34020.164938060116,806.0687535937054,639.82072748585,2525.5695656494854,0.4778486737047876
2025-01-01 00:00:38,34335.90697555079,856.7335545567992,649.4885137561602,2355.5901152073084,0.4977699716281947
2025-01-01 00:00:39,35098.43061793456,881.4129490783646,832.315554954027,3039.581575888132,1.6296405150126962
2025-01-01 00:00:40,35369.233289997705,900.5178307437361,636.1057373782188,2591.5324254383836,0.5204758882401784
2025-01-01 00:00:41,35085.68414059498,836.2334721139318,641.8143512377379,2523.545944145265,0.5765878279480615
2025-01-01 00:00:42,34942.17585880588,882.3604250029389,639.5182320413081,2412.0203095654097,0.3384113212589527
2025-01-01 00:00:43,34849.448152205354,848.8447459149788,653.0470974406744,2533.6324606436187,0.5299647687837348
2025-01-01 00:00:44,34260.739004816285,844.8211810017754,633.551601352356,2607.1914685954926,0.5932434870954667
2025-01-01 00:00:45,34640.07789580264,876.5097981246001,672.4206133464894,2192.5088082133784,0.458489971103663
2025-01-01 00:00:46,34769.680614520104,869.5696863524026,650.004141298364,2673.8611097433845,0.5700700612120584
2025-01-01 00:00:47,35528.561113109456,802.7082352904725,649.8139935772277,2449.561789197839,0.7814654444472553
2025-01-01 00:00:48,35171.80914478423,894.2962104917768,643.4421056697416,2563.8234899860345,0.4895657207013108
2025-01-01 00:00:49,34118.479922318635,891.4027406244236,786.667609846487,3259.020313111572,1.6218979850434696
2025-01-01 00:00:50,35162.0419846974,831.2331189547141,666.5019652933527,2294.24894541543,0.42619429163386086
2025-01-01 00:00:51,34807.45885979184,861.8741060031223,632.657395685782,2393.583849635868,0.5181251162602051
2025-01-01 00:00:52,34661.53899984702,864.8209055884822,636.8376702184948,2456.7176956186445,0.5460271624982304
2025-01-01 00:00:53,35305.838144420435,857.8202129747173,643.9254794244667,2382.4369718313355,0.5194842340270138
2025-01-01 00:00:54,35515.49976124798,833.4908453846374,623.0825815305357,2760.2404863755214,0.39803046802911435
2025-01-01 00:00:55,35465.6400595581,829.8512989618584,633.61484280557,2371.484185925981,0.5206361771325451
2025-01-01 00:00:56,34580.39123838868,849.2333778702566,640.4755825291069,2416.66798307697,0.6462195938717636
2025-01-01 00:00:57,34845.39381207439,885.181870577781,667.4877836142546,2530.6583547404466,0.5448635764514528
2025-01-01 00:00:58,35165.631715701784,866.3080046378329,655.2512265800385,2319.677571088587,0.5961987189071841
2025-01-01 00:00:59,35487.77256356118,838.8815700374169,653.8717982273508,2440.6478932365603,0.4762988029987372
2025-01-01 00:01:00,34760.412881077355,873.1509613194503,667.0179592433594,2547.6179891875263,0.5749900239423711
2025-01-01 00:01:01,34907.17051166809,764.5437213810977,647.2525642320121,2450.070939342623,0.5279267838216526
2025-01-01 00:01:02,34446.83251299699,884.4629710111631,657.8092969985778,2485.9919711650077,0.4049089270312768
2025-01-01 00:01:03,34401.89668795966,797.808586636657,647.9355649413501,2420.6001831327444,0.5318521004798874
2025-01-01 00:01:04,35406.2629111971,839.126771757906,655.3072469879926,2272.829453622885,0.40083033365596893
2025-01-01 00:01:05,35678.120014285414,816.4099031612157,638.3448268477683,2548.2389817008857,0.43671197251152083
2025-01-01 00:01:06,34963.994939209835,811.1595557283729,766.1510634303152,3547.5057317731935,2.138942462443875
2025-01-01 00:01:07,35501.766448946015,884.8248036213556,647.3144167562739,2502.7602446175156,0.5297244273380124
2025-01-01 00:01:08,35180.818012523814,835.9689639606432,678.4549627219988,2533.7896175871324,0.3810767534922871
2025-01-01 00:01:09,34677.44012269744,860.3951164519215,668.5243080448319,2603.908413267529,0.6053985771182876
2025-01-01 00:01:10,35180.697802754206,848.5923826336244,669.3079496918234,2309.600425517995,0.5572006278300473
2025-01-01 00:01:11,35769.01828323298,864.3112248166937,674.7226144361243,2755.377198719441,0.4295271564389116
2025-01-01 00:01:12,34982.08698044503,852.3046567318077,651.7731518192287,2530.34931946342,0.3462415203550825
2025-01-01 00:01:13,35782.321827907006,811.5102332743429,653.9463141481119,2744.7785348633665,0.48550954209185687
2025-01-01 00:01:14,33690.12744795513,879.8880045834142,637.646962091313,2390.0450506714014,0.455405628613884
2025-01-01 00:01:15,35410.95125218761,835.1873025051606,643.678542879459,2772.7092883836735,0.5113140457053023
2025-01-01 00:01:16,35043.523534119086,803.3025430402074,662.3154229954229,2616.2733241052174,0.46368833388444336
2025-01-01 00:01:17,34850.49632476707,837.1565451710226,674.0776887433764,2582.956012877854,0.299254313925499
2025-01-01 00:01:18,35045.88038826775,895.0227937190293,647.21107448638,2535.103668152972,0.46116530616988416
2025-01-01 00:01:19,34006.21554269955,875.5066522634048,640.9962147029718,2462.7207072888327,0.4694380888931687
2025-01-01 00:01:20,34890.164056081245,839.5404359677642,650.010559177132,2680.079748771081,0.5633661024774059
2025-01-01 00:01:21,35178.556285755876,839.5222688704472,662.0241349785823,2521.053980477207,0.43018003253889503
2025-01-01 00:01:22,35738.94702237076,840.3509484634785,621.1229036773292,2204.939544461927,0.6678674673372567
2025-01-01 00:01:23,34740.86489086317,912.3024395068252,604.0763809372552,2332.4220307439496,0.30883594493482425
2025-01-01 00:01:24,34595.75319855341,861.4580635669466,638.9892630101683,2472.123137171088,0.6311167497802624
2025-01-01 00:01:25,34749.12147820773,862.9012494157321,625.5857514817168,2546.499847474833,0.47756810291218954
2025-01-01 00:01:26,35457.70105885104,880.9085036209552,837.8608275171069,3081.0621906541624,1.9147990093735872
2025-01-01 00:01:27,35164.37555482984,857.1636747707954,647.0443936236505,2682.8456184690494,0.5079801484058734
2025-01-01 00:01:28,34735.11989811648,842.2287356253789,640.9350318195397,2207.334720394206,0.6139555536025469
2025-01-01 00:01:29,35256.63371655668,844.1095045274507,679.049350689415,2521.538190475774,0.46126380354471885
2025-01-01 00:01:30,35048.53877467402,847.851962217578,656.5348952920464,2227.3031161919266,0.3901379574822188
2025-01-01 00:01:31,35484.322495266446,848.8833329047047,656.0094871922165,2613.9568443226253,0.6420504287271063
2025-01-01 00:01:32,34648.97345306132,871.8288863091094,662.4441428808681,2485.8311928337,0.48865193541178586
